Anon Student Id	Session Id	Time	Problem Start Time	Level (Topic)	Problem Name	Condition Name	Condition Type	Condition Name	Condition Type	Condition Name	Condition Type	Action	Selection	KC (Topic)	KC (LO)	School	Class	CF (Exemplar Answer)	CF (Question Type)	CF (Original Due Date)	CF (Response Time)	CF (Parent Question ID)	CF (Experiment ID)	Step Name	CF (Stage)	CF (Key)	CF (LLM Evaluation)	CF (LLM Explanation)	CF (LLM Outcome)	CF (System Outcome)	CF (Anon Teacher Id)	CF (Course)	Outcome
23950	3490	2024-04-19 05:00:00	2024-03-25 21:43:14	6.3 Force and Motion	The formula for calculating the distance an object travels is distance = speed x time.	Low Topic spacing	Topic spacing	High Learning objective spacing	Learning objective spacing	High Question variability	Question variability	Select	TRUE	6.3 Force and Motion	I can calculate distance using speed and time measurements	125240	2812	TRUE	select_one_multiple_choice	2024-04-19 05:00:00 UTC	2024-04-19T05:00:00.000Z	103356	35	103359	post-test	nsf-phase-2				correct	1161	6th Grade Science 23-24	correct
23950	3490	2024-04-19 05:00:00	2024-03-25 21:43:14	6.3 Force and Motion	What does the formula for calculating distance demonstrate about the relationship between distance, speed, and time?	Low Topic spacing	Topic spacing	High Learning objective spacing	Learning objective spacing	High Question variability	Question variability	Select	That it is unpredictable	6.3 Force and Motion	I can calculate distance using speed and time measurements	125240	2812	That it is linear	select_one_multiple_choice	2024-04-19 05:00:00 UTC	2024-04-19T05:00:00.000Z		35	103352	post-test	nsf-phase-2				incorrect	1161	6th Grade Science 23-24	incorrect
23950	3490	2024-04-19 05:00:00	2024-03-25 21:43:14	6.3 Force and Motion	During descent, kinetic energy _____ as potential energy decreases.	Low Topic spacing	Topic spacing	Low Learning objective spacing	Learning objective spacing	Low Question variability	Question variability	Select	Ullam et iste sunt.	6.3 Force and Motion	I can describe which points have the highest/ lowest kinetic and potential energy on a roller coaster model.	125240	2812	increases	short_answer	2024-04-19 05:00:00 UTC	2024-04-19T05:00:00.000Z	103376	35	103377	post-test	nsf-phase-2				incorrect	1161	6th Grade Science 23-24	incorrect
23950	3490	2024-04-19 05:00:00	2024-03-25 21:43:13	6.3 Force and Motion	Where is potential energy the highest on a roller coaster?	Low Topic spacing	Topic spacing	Low Learning objective spacing	Learning objective spacing	Low Question variability	Question variability	Select	In the loops	6.3 Force and Motion	I can describe which points have the highest/ lowest kinetic and potential energy on a roller coaster model.	125240	2812	At the top	select_one_multiple_choice	2024-04-19 05:00:00 UTC	2024-04-19T05:00:00.000Z		35	103360	post-test	nsf-phase-2				incorrect	1161	6th Grade Science 23-24	incorrect
23950	3490	2024-04-19 05:00:00	2024-03-25 21:43:13	6.3 Force and Motion	How does an object's speed affect its travel time over a fixed distance?	Low Topic spacing	Topic spacing	Low Learning objective spacing	Learning objective spacing	High Question variability	Question variability	Select	Higher speed increases travel time	6.3 Force and Motion	I can calculate time using distance speed measurements	125240	2812	Higher speed decreases travel time	select_one_multiple_choice	2024-04-19 05:00:00 UTC	2024-04-19T05:00:00.000Z		35	103320	post-test	nsf-phase-2				incorrect	1161	6th Grade Science 23-24	incorrect
23950	3490	2024-04-19 05:00:00	2024-03-25 21:43:13	6.3 Force and Motion	How do you find distance with known speed and time?	Low Topic spacing	Topic spacing	Low Learning objective spacing	Learning objective spacing	High Question variability	Question variability	Select	In reprehenderit earum qui.	6.3 Force and Motion	I can calculate time using distance speed measurements	125240	2812	Multiply speed by time	free_response	2024-04-19 05:00:00 UTC	2024-04-19T05:00:00.000Z	103328	35	103330	post-test	nsf-phase-2				correct	1161	6th Grade Science 23-24	correct
23950	3490	2024-04-19 05:00:00	2024-03-25 21:43:13	6.3 Force and Motion	Balanced forces on an object always result in a net force of zero.	Low Topic spacing	Topic spacing	Low Learning objective spacing	Learning objective spacing	Low Question variability	Question variability	Select	TRUE	6.3 Force and Motion	I can calculate the netforce of an object with direction of movement.	125240	2812	TRUE	select_one_multiple_choice	2024-04-19 05:00:00 UTC	2024-04-19T05:00:00.000Z	103276	35	103279	post-test	nsf-phase-2				correct	1161	6th Grade Science 23-24	correct
23950	3490	2024-04-19 05:00:00	2024-03-25 21:43:12	6.3 Force and Motion	Calculate net force by _____ opposite forces and adding similar direction forces.	Low Topic spacing	Topic spacing	Low Learning objective spacing	Learning objective spacing	Low Question variability	Question variability	Select	Unde eveniet itaque sit.	6.3 Force and Motion	I can calculate the netforce of an object with direction of movement.	125240	2812	subtracting	short_answer	2024-04-19 05:00:00 UTC	2024-04-19T05:00:00.000Z	103268	35	103269	post-test	nsf-phase-2				incorrect	1161	6th Grade Science 23-24	incorrect
23950	3490	2024-04-19 05:00:00	2024-03-25 21:43:12	6.3 Force and Motion	In a tug of war where both teams are pulling with equal force and the rope does not move, are the forces involved balanced or unbalanced?	Low Topic spacing	Topic spacing	Low Learning objective spacing	Learning objective spacing	High Question variability	Question variability	Select	Unbalanced	6.3 Force and Motion	I can compare balanced vs unbalanced forces.	125240	2812	Balanced	select_one_multiple_choice	2024-04-19 05:00:00 UTC	2024-04-19T05:00:00.000Z		35	103260	post-test	nsf-phase-2				incorrect	1161	6th Grade Science 23-24	incorrect
23950	3490	2024-04-19 05:00:00	2024-03-25 21:43:12	6.3 Force and Motion	The net force on an object is non-zero when the forces acting on it are balanced.	Low Topic spacing	Topic spacing	Low Learning objective spacing	Learning objective spacing	High Question variability	Question variability	Select	TRUE	6.3 Force and Motion	I can compare balanced vs unbalanced forces.	125240	2812	FALSE	select_one_multiple_choice	2024-04-19 05:00:00 UTC	2024-04-19T05:00:00.000Z	103256	35	103259	post-test	nsf-phase-2				incorrect	1161	6th Grade Science 23-24	incorrect
23950	3489	2024-03-27 05:00:00	2024-03-25 21:43:11	6.10D Plate Tectonics	What formed the Indo-Australian Plate?	Low Topic spacing	Topic spacing	High Learning objective spacing	Learning objective spacing	High Question variability	Question variability	Select	Placeat reprehenderit ea voluptates.	6.10D Plate Tectonics	I can identify the major plate tectonic plates	125240	2812	Fusion of Indian and Australian plates	free_response	2024-03-27 05:00:00 UTC	2024-03-27T05:00:00.000Z	103736	35	103738	pre-test	nsf-phase-2				correct	1161	6th Grade Science 23-24	correct
23950	3489	2024-03-27 05:00:00	2024-03-25 21:43:11	6.10D Plate Tectonics	Tectonic plates move because of the heat from the Earth's interior.	Low Topic spacing	Topic spacing	High Learning objective spacing	Learning objective spacing	High Question variability	Question variability	Select	FALSE	6.10D Plate Tectonics	I can identify the major plate tectonic plates	125240	2812	TRUE	select_one_multiple_choice	2024-03-27 05:00:00 UTC	2024-03-27T05:00:00.000Z	103728	35	103731	pre-test	nsf-phase-2				incorrect	1161	6th Grade Science 23-24	incorrect
23950	3489	2024-03-27 05:00:00	2024-03-25 21:43:11	6.10D Plate Tectonics	What geological event can occur at convergent plate boundaries?	Low Topic spacing	Topic spacing	Low Learning objective spacing	Learning objective spacing	Low Question variability	Question variability	Select	Glacier formation	6.10D Plate Tectonics	I can identify the geological event that happens at a convergent plate boundary	125240	2812	Volcanic eruptions	select_one_multiple_choice	2024-03-27 05:00:00 UTC	2024-03-27T05:00:00.000Z		35	103580	pre-test	nsf-phase-2				incorrect	1161	6th Grade Science 23-24	incorrect
23950	3489	2024-03-27 05:00:00	2024-03-25 21:43:11	6.10D Plate Tectonics	At convergent plate boundaries, _____ are common due to the collision of tectonic plates.	Low Topic spacing	Topic spacing	Low Learning objective spacing	Learning objective spacing	Low Question variability	Question variability	Select	Voluptatum nisi modi sit.	6.10D Plate Tectonics	I can identify the geological event that happens at a convergent plate boundary	125240	2812	earthquakes	short_answer	2024-03-27 05:00:00 UTC	2024-03-27T05:00:00.000Z	103584	35	103585	pre-test	nsf-phase-2				incorrect	1161	6th Grade Science 23-24	incorrect
23950	3489	2024-03-27 05:00:00	2024-03-25 21:43:11	6.10D Plate Tectonics	Sea-floor spreading occurs at mid-ocean _____.	Low Topic spacing	Topic spacing	Low Learning objective spacing	Learning objective spacing	High Question variability	Question variability	Select	Quia voluptas non dolore.	6.10D Plate Tectonics	I can explain how the plates moved over time	125240	2812	ridges	short_answer	2024-03-27 05:00:00 UTC	2024-03-27T05:00:00.000Z	103524	35	103525	pre-test	nsf-phase-2				incorrect	1161	6th Grade Science 23-24	incorrect
23950	3489	2024-03-27 05:00:00	2024-03-25 21:43:10	6.10D Plate Tectonics	Convergent continental to continental plate boundaries typically do not produce _____ activity.	Low Topic spacing	Topic spacing	Low Learning objective spacing	Learning objective spacing	Low Question variability	Question variability	Select	Ipsa consequatur nulla officiis.	6.10D Plate Tectonics	I can identify what types of land forms at a convergent continental to continental plate boundary	125240	2812	volcanic	short_answer	2024-03-27 05:00:00 UTC	2024-03-27T05:00:00.000Z	103676	35	103677	pre-test	nsf-phase-2				incorrect	1161	6th Grade Science 23-24	incorrect
23950	3489	2024-03-27 05:00:00	2024-03-25 21:43:11	6.10D Plate Tectonics	The theory of _____ drift explains the movement of continents over time.	Low Topic spacing	Topic spacing	Low Learning objective spacing	Learning objective spacing	High Question variability	Question variability	Select	Occaecati qui rerum quis.	6.10D Plate Tectonics	I can explain how the plates moved over time	125240	2812	continental	short_answer	2024-03-27 05:00:00 UTC	2024-03-27T05:00:00.000Z	103508	35	103509	pre-test	nsf-phase-2				incorrect	1161	6th Grade Science 23-24	incorrect
23950	3489	2024-03-27 05:00:00	2024-03-25 21:43:10	6.10D Plate Tectonics	Mountain ranges are formed at convergent continental to continental plate boundaries.	Low Topic spacing	Topic spacing	Low Learning objective spacing	Learning objective spacing	Low Question variability	Question variability	Select	TRUE	6.10D Plate Tectonics	I can identify what types of land forms at a convergent continental to continental plate boundary	125240	2812	TRUE	select_one_multiple_choice	2024-03-27 05:00:00 UTC	2024-03-27T05:00:00.000Z	103672	35	103675	pre-test	nsf-phase-2				correct	1161	6th Grade Science 23-24	correct
23950	3489	2024-03-27 05:00:00	2024-03-25 21:43:10	6.10D Plate Tectonics	Volcanic activity is commonly associated with oceanic-continental and oceanic-oceanic convergent plate boundaries.	Low Topic spacing	Topic spacing	Low Learning objective spacing	Learning objective spacing	High Question variability	Question variability	Select	FALSE	6.10D Plate Tectonics	I can identify the three types of convergent plate boundaries	125240	2812	TRUE	select_one_multiple_choice	2024-03-27 05:00:00 UTC	2024-03-27T05:00:00.000Z	103620	35	103623	pre-test	nsf-phase-2				incorrect	1161	6th Grade Science 23-24	incorrect
23950	3489	2024-03-27 05:00:00	2024-03-25 21:43:10	6.9A Thermal Energy Transfer	Give an everyday example of temperature equilibrium.	High Topic spacing	Topic spacing	Low Learning objective spacing	Learning objective spacing	High Question variability	Question variability	Select	Debitis minus dolorem repellendus.	6.9A Thermal Energy Transfer	I can explain that all objects try to reach equilibrium in temperature	125240	2812	coffee cooling	free_response	2024-03-27 05:00:00 UTC	2024-03-27T05:00:00.000Z	103856	35	103858	pre-test	nsf-phase-2				correct	1161	6th Grade Science 23-24	correct
23950	3489	2024-03-27 05:00:00	2024-03-25 21:43:10	6.9A Thermal Energy Transfer	Objects can reach equilibrium without exchanging heat.	High Topic spacing	Topic spacing	Low Learning objective spacing	Learning objective spacing	High Question variability	Question variability	Select	TRUE	6.9A Thermal Energy Transfer	I can explain that all objects try to reach equilibrium in temperature	125240	2812	FALSE	select_one_multiple_choice	2024-03-27 05:00:00 UTC	2024-03-27T05:00:00.000Z	103844	35	103847	pre-test	nsf-phase-2				incorrect	1161	6th Grade Science 23-24	incorrect
23950	3489	2024-03-27 05:00:00	2024-03-25 21:43:10	6.10D Plate Tectonics	Continental-Continental convergence leads to the formation of _____ ranges.	Low Topic spacing	Topic spacing	Low Learning objective spacing	Learning objective spacing	High Question variability	Question variability	Select	Praesentium ut totam in.	6.10D Plate Tectonics	I can identify the three types of convergent plate boundaries	125240	2812	mountain	short_answer	2024-03-27 05:00:00 UTC	2024-03-27T05:00:00.000Z	103604	35	103605	pre-test	nsf-phase-2				incorrect	1161	6th Grade Science 23-24	incorrect
23950	3489	2024-03-27 05:00:00	2024-03-25 21:43:09	6.9A Thermal Energy Transfer	Different materials conduct heat at the same rate.	High Topic spacing	Topic spacing	Low Learning objective spacing	Learning objective spacing	Low Question variability	Question variability	Select	TRUE	6.9A Thermal Energy Transfer	I can explain that conduction is the transfer of heat through direct contact that moves from hot to cool	125240	2812	FALSE	select_one_multiple_choice	2024-03-27 05:00:00 UTC	2024-03-27T05:00:00.000Z	103832	35	103835	pre-test	nsf-phase-2				incorrect	1161	6th Grade Science 23-24	incorrect
23950	3489	2024-03-27 05:00:00	2024-03-25 21:43:09	6.9A Thermal Energy Transfer	Conduction requires direct _____ between objects.	High Topic spacing	Topic spacing	Low Learning objective spacing	Learning objective spacing	Low Question variability	Question variability	Select	Maxime nobis dolore hic.	6.9A Thermal Energy Transfer	I can explain that conduction is the transfer of heat through direct contact that moves from hot to cool	125240	2812	contact	short_answer	2024-03-27 05:00:00 UTC	2024-03-27T05:00:00.000Z	103828	35	103829	pre-test	nsf-phase-2				incorrect	1161	6th Grade Science 23-24	incorrect
23950	3489	2024-03-27 05:00:00	2024-03-25 21:43:09	6.9A Thermal Energy Transfer	Convection can occur in a vacuum.	High Topic spacing	Topic spacing	Low Learning objective spacing	Learning objective spacing	Low Question variability	Question variability	Select	TRUE	6.9A Thermal Energy Transfer	I can explain that convection is the transfer of heat through hot and cold gas or liquid	125240	2812	FALSE	select_one_multiple_choice	2024-03-27 05:00:00 UTC	2024-03-27T05:00:00.000Z	103800	35	103803	pre-test	nsf-phase-2				incorrect	1161	6th Grade Science 23-24	incorrect
23950	3489	2024-03-27 05:00:00	2024-03-25 21:43:09	6.9A Thermal Energy Transfer	Where can convection commonly be observed?	High Topic spacing	Topic spacing	Low Learning objective spacing	Learning objective spacing	Low Question variability	Question variability	Select	In the freezing of ice	6.9A Thermal Energy Transfer	I can explain that convection is the transfer of heat through hot and cold gas or liquid	125240	2812	When water is heated on a stove	select_one_multiple_choice	2024-03-27 05:00:00 UTC	2024-03-27T05:00:00.000Z		35	103796	pre-test	nsf-phase-2				incorrect	1161	6th Grade Science 23-24	incorrect
23950	3489	2024-03-27 05:00:00	2024-03-25 21:43:09	6.9A Thermal Energy Transfer	Radiation can transfer heat without needing a medium.	High Topic spacing	Topic spacing	Low Learning objective spacing	Learning objective spacing	High Question variability	Question variability	Select	FALSE	6.9A Thermal Energy Transfer	I can explain that radiation is the transfer of heat through waves in space	125240	2812	TRUE	select_one_multiple_choice	2024-03-27 05:00:00 UTC	2024-03-27T05:00:00.000Z	103880	35	103883	pre-test	nsf-phase-2				incorrect	1161	6th Grade Science 23-24	incorrect
23950	3489	2024-03-27 05:00:00	2024-03-25 21:43:08	6.9A Thermal Energy Transfer	How does heat transfer through the vacuum of space?	High Topic spacing	Topic spacing	Low Learning objective spacing	Learning objective spacing	High Question variability	Question variability	Select	Excepturi qui sed at.	6.9A Thermal Energy Transfer	I can explain that radiation is the transfer of heat through waves in space	125240	2812	By radiation	free_response	2024-03-27 05:00:00 UTC	2024-03-27T05:00:00.000Z	103868	35	103870	pre-test	nsf-phase-2				correct	1161	6th Grade Science 23-24	correct
23950	3489	2024-03-27 05:00:00	2024-03-25 21:43:08	6.9A Thermal Energy Transfer	How does convection transfer heat?	High Topic spacing	Topic spacing	High Learning objective spacing	Learning objective spacing	Low Question variability	Question variability	Select	Through electromagnetic waves	6.9A Thermal Energy Transfer	I can identify the three types of thermal energy transfer: convection, conduction and radiation	125240	2812	Through fluids by changing density	select_one_multiple_choice	2024-03-27 05:00:00 UTC	2024-03-27T05:00:00.000Z		35	103772	pre-test	nsf-phase-2				incorrect	1161	6th Grade Science 23-24	incorrect
23950	3489	2024-03-27 05:00:00	2024-03-25 21:43:08	6.10B Rock Cycle	What is the primary process behind the formation of sedimentary rocks?	High Topic spacing	Topic spacing	Low Learning objective spacing	Learning objective spacing	High Question variability	Question variability	Select	Accumulation of sediment	6.10B Rock Cycle	I can classify a rock as metamorphic, igneous, or sedimentary	125240	2812	Accumulation of sediment	select_one_multiple_choice	2024-03-27 05:00:00 UTC	2024-03-27T05:00:00.000Z		35	103388	pre-test	nsf-phase-2				correct	1161	6th Grade Science 23-24	correct
23950	3489	2024-03-27 05:00:00	2024-03-25 21:43:08	6.9A Thermal Energy Transfer	How does radiation differ from conduction and convection in terms of thermal energy transfer?	High Topic spacing	Topic spacing	High Learning objective spacing	Learning objective spacing	Low Question variability	Question variability	Select	Praesentium nam unde illum.	6.9A Thermal Energy Transfer	I can identify the three types of thermal energy transfer: convection, conduction and radiation	125240	2812	It does not require a medium	free_response	2024-03-27 05:00:00 UTC	2024-03-27T05:00:00.000Z	103788	35	103790	pre-test	nsf-phase-2				correct	1161	6th Grade Science 23-24	correct
23950	3489	2024-03-27 05:00:00	2024-03-25 21:43:08	6.10B Rock Cycle	Fossils are primarily found in _____ rocks.	High Topic spacing	Topic spacing	Low Learning objective spacing	Learning objective spacing	High Question variability	Question variability	Select	Sunt voluptas voluptate quia.	6.10B Rock Cycle	I can classify a rock as metamorphic, igneous, or sedimentary	125240	2812	sedimentary	short_answer	2024-03-27 05:00:00 UTC	2024-03-27T05:00:00.000Z	103396	35	103397	pre-test	nsf-phase-2				incorrect	1161	6th Grade Science 23-24	incorrect
23950	3489	2024-03-27 05:00:00	2024-03-25 21:43:08	6.10B Rock Cycle	What does the rock cycle demonstrate about metamorphic rocks?	High Topic spacing	Topic spacing	Low Learning objective spacing	Learning objective spacing	High Question variability	Question variability	Select	They can only become sedimentary rocks	6.10B Rock Cycle	I can explain how metamorphic rock is transformed to an igneous or sedimentary rock	125240	2812	They can transform into igneous or sedimentary rocks	select_one_multiple_choice	2024-03-27 05:00:00 UTC	2024-03-27T05:00:00.000Z		35	103464	pre-test	nsf-phase-2				incorrect	1161	6th Grade Science 23-24	incorrect
23950	3489	2024-03-27 05:00:00	2024-03-25 21:43:08	6.10B Rock Cycle	Metamorphic rocks are formed from igneous or sedimentary rocks through _____ and pressure.	High Topic spacing	Topic spacing	Low Learning objective spacing	Learning objective spacing	High Question variability	Question variability	Select	Omnis illum nihil reprehenderit.	6.10B Rock Cycle	I can explain how metamorphic rock is transformed to an igneous or sedimentary rock	125240	2812	heat	short_answer	2024-03-27 05:00:00 UTC	2024-03-27T05:00:00.000Z	103468	35	103469	pre-test	nsf-phase-2				incorrect	1161	6th Grade Science 23-24	incorrect
23950	3489	2024-03-27 05:00:00	2024-03-25 21:43:07	6.10B Rock Cycle	How are igneous rocks formed from magma?	High Topic spacing	Topic spacing	High Learning objective spacing	Learning objective spacing	High Question variability	Question variability	Select	Aperiam quidem praesentium minus.	6.10B Rock Cycle	I can explain how an igneous rock is transformed from a metamorphic and sedimentary rock	125240	2812	Crystallization	free_response	2024-03-27 05:00:00 UTC	2024-03-27T05:00:00.000Z	103496	35	103498	pre-test	nsf-phase-2				correct	1161	6th Grade Science 23-24	correct
23950	3489	2024-03-27 05:00:00	2024-03-25 21:43:07	6.10B Rock Cycle	Sedimentary rocks turn into igneous rocks after _____ and solidification.	High Topic spacing	Topic spacing	High Learning objective spacing	Learning objective spacing	High Question variability	Question variability	Select	Unde totam nesciunt aliquid.	6.10B Rock Cycle	I can explain how an igneous rock is transformed from a metamorphic and sedimentary rock	125240	2812	melting	short_answer	2024-03-27 05:00:00 UTC	2024-03-27T05:00:00.000Z	103488	35	103489	pre-test	nsf-phase-2				incorrect	1161	6th Grade Science 23-24	incorrect
23950	3489	2024-03-27 05:00:00	2024-03-25 21:43:07	6.10B Rock Cycle	How do sedimentary rocks form?	High Topic spacing	Topic spacing	Low Learning objective spacing	Learning objective spacing	High Question variability	Question variability	Select	From cooling lava	6.10B Rock Cycle	I can describe how a rock is formed through a cycle	125240	2812	From sediment compression	select_one_multiple_choice	2024-03-27 05:00:00 UTC	2024-03-27T05:00:00.000Z		35	103412	pre-test	nsf-phase-2				incorrect	1161	6th Grade Science 23-24	incorrect
23950	3489	2024-03-27 05:00:00	2024-03-25 21:43:07	6.10B Rock Cycle	Rocks transform into different types through the _____ cycle.	High Topic spacing	Topic spacing	Low Learning objective spacing	Learning objective spacing	High Question variability	Question variability	Select	Qui rerum blanditiis asperiores.	6.10B Rock Cycle	I can describe how a rock is formed through a cycle	125240	2812	rock	short_answer	2024-03-27 05:00:00 UTC	2024-03-27T05:00:00.000Z	103408	35	103409	pre-test	nsf-phase-2				incorrect	1161	6th Grade Science 23-24	incorrect
23950	3489	2024-03-27 05:00:00	2024-03-25 21:43:07	6.10B Rock Cycle	Erosion is important for _____ sediments to new locations.	High Topic spacing	Topic spacing	Low Learning objective spacing	Learning objective spacing	Low Question variability	Question variability	Select	Molestiae voluptates ex et.	6.10B Rock Cycle	I can explain how a sedimentary rock is transformed from a metamorphic and igneous rock	125240	2812	transporting	short_answer	2024-03-27 05:00:00 UTC	2024-03-27T05:00:00.000Z	103444	35	103445	pre-test	nsf-phase-2				incorrect	1161	6th Grade Science 23-24	incorrect
23950	3489	2024-03-27 05:00:00	2024-03-25 21:43:07	6.10B Rock Cycle	How do igneous rocks transform into sedimentary rocks?	High Topic spacing	Topic spacing	Low Learning objective spacing	Learning objective spacing	Low Question variability	Question variability	Select	Quam qui delectus adipisci.	6.10B Rock Cycle	I can explain how a sedimentary rock is transformed from a metamorphic and igneous rock	125240	2812	Weathering, erosion, deposition, compaction, cementation	free_response	2024-03-27 05:00:00 UTC	2024-03-27T05:00:00.000Z	103440	35	103442	pre-test	nsf-phase-2				correct	1161	6th Grade Science 23-24	correct
23950	3489	2024-03-27 05:00:00	2024-03-25 21:43:06	6.5C Formation of a New Substance	What does a temperature change without external heating or cooling suggest?	Low Topic spacing	Topic spacing	Low Learning objective spacing	Learning objective spacing	Low Question variability	Question variability	Select	Omnis itaque enim doloribus.	6.5C Formation of a New Substance	I can identify the evidences of a chemical change	125240	2812	chemical change	free_response	2024-03-27 05:00:00 UTC	2024-03-27T05:00:00.000Z	103948	35	103950	pre-test	nsf-phase-2				correct	1161	6th Grade Science 23-24	correct
